file	theorem	facts
AlgTopChain_finite_wedge_pi1_free_with_chosen_loops.p	AlgTopChain.finite_wedge_pi1_free_with_chosen_loops	64
AlgTopCached8_presented_comm_relator_abelianization.p	AlgTopCached8.presented_comm_relator_abelianization	64
AlgTopCached8_finite_wedge_pi1_free_with_generators.p	AlgTopCached8.finite_wedge_pi1_free_with_generators	64
AlgTopCached7_convex_real_subspace_simply_connected.p	AlgTopCached7.convex_real_subspace_simply_connected	64
AlgTopCached2_projective_scheme_vertex_connectivity.p	AlgTopCached2.projective_scheme_vertex_connectivity	64
AlgTopCached_top1_open_sets_sub_order_topology_real.p	AlgTopCached.top1_open_sets_sub_order_topology_real	64
AlgTopCached_homeomorphism_preserves_path_connected.p	AlgTopCached.homeomorphism_preserves_path_connected	64
AlgIsoFixedBase_simple_closed_curve_complement_open.p	AlgIsoFixedBase.simple_closed_curve_complement_open	64
AlgIsoFixedBase_component_image_under_homeomorphism.p	AlgIsoFixedBase.component_image_under_homeomorphism	64
AlgTop_JCT_Base0_top1_induced_preserves_loop_equiv.p	AlgTop_JCT_Base0.top1_induced_preserves_loop_equiv	64
AlgTop_JCT_Base0_foldr_path_product_base_homotopic.p	AlgTop_JCT_Base0.foldr_path_product_base_homotopic	64
AlgTop_JCT_Base_open_subset_locally_path_connected.p	AlgTop_JCT_Base.open_subset_locally_path_connected	64
AlgTopWedgeHelpers_quotient_of_scheme_extract_full.p	AlgTopWedgeHelpers.quotient_of_scheme_extract_full	64
AlgTopWedgeHelpers_presentation_from_free_quotient.p	AlgTopWedgeHelpers.presentation_from_free_quotient	64
AlgTopSvK_path_connected_finite_union_common_point.p	AlgTopSvK.path_connected_finite_union_common_point	64
AlgTopChain_abelianization_injective_on_generators.p	AlgTopChain.abelianization_injective_on_generators	64
AlgTopCached8_standard_simplex_is_polygonal_region.p	AlgTopCached8.standard_simplex_is_polygonal_region	64
AlgTopCached8_Theorem_74_4_fund_group_m_projective.p	AlgTopCached8.Theorem_74_4_fund_group_m_projective	64
AlgTopCached4_covering_base_locally_path_connected.p	AlgTopCached4.covering_base_locally_path_connected	64
AlgTop_JCT_Base0_top1_homotopy_equivalence_on_sym.p	AlgTop_JCT_Base0.top1_homotopy_equivalence_on_sym	3
AlgTop_JCT_Base_top1_path_connected_imp_connected.p	AlgTop_JCT_Base.top1_path_connected_imp_connected	64
AlgTop_JCT_Base_simple_closed_curve_proper_subset.p	AlgTop_JCT_Base.simple_closed_curve_proper_subset	64
AlgTopWedgeHelpers_R_to_S1_interval_homeomorphism.p	AlgTopWedgeHelpers.R_to_S1_interval_homeomorphism	64
AlgTopChain_svk_free_product_free_with_generators.p	AlgTopChain.svk_free_product_free_with_generators	64
AlgTopChain_hom_image_in_subgroup_from_generators.p	AlgTopChain.hom_image_in_subgroup_from_generators	64
AlgTopCached8_surjective_hom_preserves_generation.p	AlgTopCached8.surjective_hom_preserves_generation	64
AlgTopCached7_graph_connected_sub_covered_by_arcs.p	AlgTopCached7.graph_connected_sub_covered_by_arcs	64
AlgTopCached7_Lemma_84_6_two_component_generation.p	AlgTopCached7.Lemma_84_6_two_component_generation	64
AlgTopCached5_convex_real_subspace_path_connected.p	AlgTopCached5.convex_real_subspace_path_connected	64
AlgTopCached3_arc_deformation_retract_to_endpoint.p	AlgTopCached3.arc_deformation_retract_to_endpoint	64
AlgTopCached_unit_interval_reversal_homeomorphism.p	AlgTopCached.unit_interval_reversal_homeomorphism	64
AlgTopCached_continuous_closed_interval_imp_I_top.p	AlgTopCached.continuous_closed_interval_imp_I_top	64
AlgTopCached_Theorem_71_1_wedge_of_circles_finite.p	AlgTopCached.Theorem_71_1_wedge_of_circles_finite	64
AlgTopCached_S1_deformation_retract_B2_minus_zero.p	AlgTopCached.S1_deformation_retract_B2_minus_zero	64
AlgTopCached_Lemma_68_9_normal_closure_conjugates.p	AlgTopCached.Lemma_68_9_normal_closure_conjugates	64
AlgTopCached_Corollary_52_2_basepoint_independent.p	AlgTopCached.Corollary_52_2_basepoint_independent	64
AlgIsoFixedBase_arc_endpoints_under_homeomorphism.p	AlgIsoFixedBase.arc_endpoints_under_homeomorphism	64
PolygonDisk_top1_path_connected_continuous_image.p	PolygonDisk.top1_path_connected_continuous_image	64
AlgTop_JCT_Base_stereographic_proj_homeomorphism.p	AlgTop_JCT_Base.stereographic_proj_homeomorphism	64
AlgTop_JCT_Base_Theorem_61_3_JordanSeparation_S2.p	AlgTop_JCT_Base.Theorem_61_3_JordanSeparation_S2	64
AlgTop_JCT_Base_Sn_normalized_interpolation_path.p	AlgTop_JCT_Base.Sn_normalized_interpolation_path	64
AlgTop_JCT_Base_Lemma_61_1_components_correspond.p	AlgTop_JCT_Base.Lemma_61_1_components_correspond	64
AlgTopGroups_abelian_word_product_zero_net_coeff.p	AlgTopGroups.abelian_word_product_zero_net_coeff	64
AlgTopChain_top1_path_connected_continuous_image.p	AlgTopChain.top1_path_connected_continuous_image	64
AlgTopCached7_deformation_retract_path_connected.p	AlgTopCached7.deformation_retract_path_connected	64
AlgTopCached_open_in_subspace_if_open_and_subset.p	AlgTopCached.open_in_subspace_if_open_and_subset	64
AlgTopCached_normal_subgroup_generated_is_normal.p	AlgTopCached.normal_subgroup_generated_is_normal	64
AlgTopCached_hom_from_cyclic_Z_image_in_subgroup.p	AlgTopCached.hom_from_cyclic_Z_image_in_subgroup	64
AlgTopCached_arc_endpoint_in_closure_of_interior_1.p	AlgTopCached.arc_endpoint_in_closure_of_interior_1	64
AlgTopCached_arc_endpoint_in_closure_of_interior_2.p	AlgTopCached.arc_endpoint_in_closure_of_interior_2	64
AlgTopCached_S2_component_of_open_subset_is_open.p	AlgTopCached.S2_component_of_open_subset_is_open	64
AlgTopCached_Lemma_60_5_figure_eight_not_abelian.p	AlgTopCached.Lemma_60_5_figure_eight_not_abelian	64
AlgTop0_Theorem_63_1_c_subgroups_trivial_reverse.p	AlgTop0.Theorem_63_1_c_subgroups_trivial_reverse	64
AlgIsoFixedBase_simple_closed_curve_closed_in_S2.p	AlgIsoFixedBase.simple_closed_curve_closed_in_S2	64
AlgIsoFixed_S2_open_path_connected_arc_connected.p	AlgIsoFixed.S2_open_path_connected_arc_connected	64
AlgTop_JCT_Base0_top1_same_homotopy_type_strict.p	AlgTop_JCT_Base0.top1_same_homotopy_type_strict	2
AlgTop_JCT_Base0_top1_same_homotopy_type_on_sym.p	AlgTop_JCT_Base0.top1_same_homotopy_type_on_sym	2
AlgTop_JCT_Base0_telescoping_conjugated_product.p	AlgTop_JCT_Base0.telescoping_conjugated_product	64
AlgTop_JCT_Base_paths_agree_on_I_path_homotopic.p	AlgTop_JCT_Base.paths_agree_on_I_path_homotopic	64
AlgTop_JCT_Base_open_nonempty_R2_has_two_points.p	AlgTop_JCT_Base.open_nonempty_R2_has_two_points	64
AlgTop_JCT_Base_foldr_path_product_nulhomotopic.p	AlgTop_JCT_Base.foldr_path_product_nulhomotopic	64
AlgTop_JCT_Base_Theorem_61_4_general_separation.p	AlgTop_JCT_Base.Theorem_61_4_general_separation	64
AlgTop_JCT_Base_S2_minus_point_simply_connected.p	AlgTop_JCT_Base.S2_minus_point_simply_connected	64
AlgTop_JCT_Base_Lemma_61_2_nulhomotopy_textbook.p	AlgTop_JCT_Base.Lemma_61_2_nulhomotopy_textbook	64
AlgTopGroups_group_iso_on_image_normal_subgroup.p	AlgTopGroups.group_iso_on_image_normal_subgroup	64
AlgTopGroups_free_abelian_eval_e_zero_net_coeff.p	AlgTopGroups.free_abelian_eval_e_zero_net_coeff	64
AlgTopGroups_free_abelian_coordinate_projection.p	AlgTopGroups.free_abelian_coordinate_projection	64
AlgTopCached4_deck_transformation_homeomorphism.p	AlgTopCached4.deck_transformation_homeomorphism	64
AlgTopCached_top1_direct_sum_carrier_mul_closed.p	AlgTopCached.top1_direct_sum_carrier_mul_closed	64
AlgTopCached_punctured_open_disk_path_connected.p	AlgTopCached.punctured_open_disk_path_connected	64
AlgTopCached_path_homotopic_subspace_superspace.p	AlgTopCached.path_homotopic_subspace_superspace	64
AlgTopCached_intersection_of_subgroups_is_group.p	AlgTopCached.intersection_of_subgroups_is_group	64
AlgTopCached_Theorem_68_7_quotient_free_product.p	AlgTopCached.Theorem_68_7_quotient_free_product	64
AlgTopCached_SvK_simply_connected_V_surj_kernel_1.p	AlgTopCached.SvK_simply_connected_V_surj_kernel_1	64
AlgTopCached_SvK_simply_connected_V_surj_kernel_2.p	AlgTopCached.SvK_simply_connected_V_surj_kernel_2	64
AlgTop0_pi1_S2_minus_two_points_infinite_cyclic.p	AlgTop0.pi1_S2_minus_two_points_infinite_cyclic	64
AlgIsoFixedBase_J_component_sub_theta_forces_eq.p	AlgIsoFixedBase.J_component_sub_theta_forces_eq	64
AlgTop_JCT_Base_Sn_interpolation_to_q_avoids_p.p	AlgTop_JCT_Base.Sn_interpolation_to_q_avoids_p	64
AlgTopWedgeHelpers_convex_hull_compact_general.p	AlgTopWedgeHelpers.convex_hull_compact_general	64
AlgTopGroups_word_product_cancel_matching_pair.p	AlgTopGroups.word_product_cancel_matching_pair	64
AlgTopGroups_quotient_group_universal_property.p	AlgTopGroups.quotient_group_universal_property	64
AlgTopGroups_Lemma_67_7_free_abelian_extension.p	AlgTopGroups.Lemma_67_7_free_abelian_extension	64
AlgTopChain_free_abelian_independence_transfer.p	AlgTopChain.free_abelian_independence_transfer	64
AlgTopChain_Theorem_69_4_concrete_free_abelian.p	AlgTopChain.Theorem_69_4_concrete_free_abelian	64
AlgTopCached8_presented_by_commutators_abelian.p	AlgTopCached8.presented_by_commutators_abelian	64
AlgTopCached8_Theorem_74_2_scheme_presentation.p	AlgTopCached8.Theorem_74_2_scheme_presentation	64
AlgTopCached7_trivial_pi1_imp_simply_connected.p	AlgTopCached7.trivial_pi1_imp_simply_connected	64
AlgTopCached7_graph_deformation_retract_helper.p	AlgTopCached7.graph_deformation_retract_helper	64
AlgTopCached6_connected_graph_has_maximal_tree.p	AlgTopCached6.connected_graph_has_maximal_tree	64
AlgTopCached_standard_S1_loop_class_in_carrier.p	AlgTopCached.standard_S1_loop_class_in_carrier	64
AlgTopCached_quotient_by_commutator_is_abelian.p	AlgTopCached.quotient_by_commutator_is_abelian	64
AlgTopCached_path_homotopic_reverse_congruence.p	AlgTopCached.path_homotopic_reverse_congruence	64
AlgTopCached_first_isomorphism_theorem_forward.p	AlgTopCached.first_isomorphism_theorem_forward	64
AlgTopCached_Theorem_62_3_invariance_of_domain.p	AlgTopCached.Theorem_62_3_invariance_of_domain	64
AlgTopCached_Theorem_57_2_no_antipode_S2_to_S1.p	AlgTopCached.Theorem_57_2_no_antipode_S2_to_S1	64
AlgTopCached_Corollary_70_4_simply_connected_V.p	AlgTopCached.Corollary_70_4_simply_connected_V	64
AlgIsoFixed_homeomorphism_inv_connected_bridge.p	AlgIsoFixed.homeomorphism_inv_connected_bridge	64
K5_nonplanar_K4_four_components_with_boundary.p	K5_nonplanar.K4_four_components_with_boundary	64
AlgTop_JCT_Base_top1_S2_is_topology_on_strict.p	AlgTop_JCT_Base.top1_S2_is_topology_on_strict	64
AlgTop_JCT_Base_top1_S1_is_topology_on_strict.p	AlgTop_JCT_Base.top1_S1_is_topology_on_strict	64
AlgTop_JCT_Base_continuous_compose_product_R2.p	AlgTop_JCT_Base.continuous_compose_product_R2	64
AlgTop_JCT_Base_R2_minus_point_path_connected.p	AlgTop_JCT_Base.R2_minus_point_path_connected	64
AlgTopSvK_circle_minus_point_simply_connected.p	AlgTopSvK.circle_minus_point_simply_connected	64
AlgTopChain_inclusion_gen_images_in_hom_image.p	AlgTopChain.inclusion_gen_images_in_hom_image	64
AlgTopChain_abelianization_of_presented_group.p	AlgTopChain.abelianization_of_presented_group	64
AlgTopCached8_foldr_path_product_pointwise_eq.p	AlgTopCached8.foldr_path_product_pointwise_eq	64
AlgTopCached8_Theorem_74_3_fund_group_n_torus.p	AlgTopCached8.Theorem_74_3_fund_group_n_torus	64
AlgTopCached8_Theorem_73_2_torus_free_abelian.p	AlgTopCached8.Theorem_73_2_torus_free_abelian	64
AlgTopCached6_graph_remove_interior_points_sc.p	AlgTopCached6.graph_remove_interior_points_sc	64
AlgTopCached5_subgraph_union_of_arcs_is_graph.p	AlgTopCached5.subgraph_union_of_arcs_is_graph	64
AlgTopCached_subspace_inclusion_induced_class.p	AlgTopCached.subspace_inclusion_induced_class	64
AlgTopCached_simply_connected_trivial_carrier.p	AlgTopCached.simply_connected_trivial_carrier	63
AlgTopCached_free_product_trivial_factor_surj.p	AlgTopCached.free_product_trivial_factor_surj	64
AlgTopCached_continuous_map_restrict_codomain.p	AlgTopCached.continuous_map_restrict_codomain	64
AlgTopCached_Theorem_68_4_free_product_unique.p	AlgTopCached.Theorem_68_4_free_product_unique	64
AlgTopCached_Theorem_68_2_free_product_exists.p	AlgTopCached.Theorem_68_2_free_product_exists	64
AlgTopCached_Corollary_52_5_homeomorphism_iso.p	AlgTopCached.Corollary_52_5_homeomorphism_iso	64
AlgIsoFixedBase_subset_of_complement_disjoint.p	AlgIsoFixedBase.subset_of_complement_disjoint	64
PolygonDisk_torus_scheme_vertex_connectivity.p	PolygonDisk.torus_scheme_vertex_connectivity	64
PolygonDisk_foldr_path_product_loops_is_loop.p	PolygonDisk.foldr_path_product_loops_is_loop	64
AlgTop_JCT_Base0_Lemma_58_5_basepoint_change.p	AlgTop_JCT_Base0.Lemma_58_5_basepoint_change	64
AlgTop_JCT_Base_top1_separates_on_def_expand.p	AlgTop_JCT_Base.top1_separates_on_def_expand	64
AlgTop_JCT_Base_path_connected_imp_connected.p	AlgTop_JCT_Base.path_connected_imp_connected	64
AlgTop_JCT_Base_interval_delete_connected_R2.p	AlgTop_JCT_Base.interval_delete_connected_R2	64
AlgTop_JCT_Base_homeomorphism_restrict_point.p	AlgTop_JCT_Base.homeomorphism_restrict_point	64
AlgTopGroups_abelian_word_product_move_front.p	AlgTopGroups.abelian_word_product_move_front	64
AlgTopGroups_abelian_foldr_split_one_element.p	AlgTopGroups.abelian_foldr_split_one_element	64
AlgTopGroups_abelian_foldr_map_perm_distinct.p	AlgTopGroups.abelian_foldr_map_perm_distinct	64
AlgTopChain_free_group_rank_invariant_finite.p	AlgTopChain.free_group_rank_invariant_finite	64
AlgTopChain_free_abelian_invariant_under_iso.p	AlgTopChain.free_abelian_invariant_under_iso	64
AlgTopCached8_Theorem_75_1_H1_abelianization.p	AlgTopCached8.Theorem_75_1_H1_abelianization	64
AlgTopCached7_tree_union_arcs_path_connected.p	AlgTopCached7.tree_union_arcs_path_connected	64
AlgTopCached7_hgen_connecting_path_reduction.p	AlgTopCached7.hgen_connecting_path_reduction	64
AlgTopCached4_simply_connected_trivial_image.p	AlgTopCached4.simply_connected_trivial_image	64
AlgTopCached4_covering_lift_unique_connected.p	AlgTopCached4.covering_lift_unique_connected	64
AlgTopCached_top1_fundamental_group_is_group.p	AlgTopCached.top1_fundamental_group_is_group	64
AlgTopCached_line_0half_to_half0_avoids_zero.p	AlgTopCached.line_0half_to_half0_avoids_zero	64
AlgTopCached_inj_hom_preimage_normal_closure.p	AlgTopCached.inj_hom_preimage_normal_closure	64
AlgTopCached_Theorem_72_1_attaching_two_cell.p	AlgTopCached.Theorem_72_1_attaching_two_cell	64
AlgTopCached_Theorem_70_1_universal_property.p	AlgTopCached.Theorem_70_1_universal_property	64
AlgTopCached_Theorem_54_5_iso_with_generator.p	AlgTopCached.Theorem_54_5_iso_with_generator	64
AlgTopCached_Lemma_69_3_commutator_in_kernel.p	AlgTopCached.Lemma_69_3_commutator_in_kernel	64
AlgTop0_covering_lift_endpoint_contradiction.p	AlgTop0.covering_lift_endpoint_contradiction	64
AlgIsoFixedBase_surj_hom_infinite_cyclic_inj.p	AlgIsoFixedBase.surj_hom_infinite_cyclic_inj	64
AlgIsoFixedBase_simple_closed_curve_nonempty.p	AlgIsoFixedBase.simple_closed_curve_nonempty	64
AlgIsoFixedBase_false_from_disjoint_nonempty.p	AlgIsoFixedBase.false_from_disjoint_nonempty	64
AlgIsoFixedBase_K4_inclusion_surjective_at_x.p	AlgIsoFixedBase.K4_inclusion_surjective_at_x	64
AlgIsoFixed_Theorem_58_2_inclusion_iso_fixed.p	AlgIsoFixed.Theorem_58_2_inclusion_iso_fixed	64
AlgTop_JCT_Base0_squaring_map_factorization.p	AlgTop_JCT_Base0.squaring_map_factorization	64
AlgTop_JCT_Base0_foldr_path_product_is_path.p	AlgTop_JCT_Base0.foldr_path_product_is_path	64
AlgTop_JCT_Base0_Theorem_58_2_inclusion_iso.p	AlgTop_JCT_Base0.Theorem_58_2_inclusion_iso	64
AlgTop_JCT_Base0_Lemma_58_1_basepoint_fixed.p	AlgTop_JCT_Base0.Lemma_58_1_basepoint_fixed	64
AlgTop_JCT_Base_stereographic_inv_not_north.p	AlgTop_JCT_Base.stereographic_inv_not_north	64
AlgTop_JCT_Base_homeomorphism_preserves_lpc.p	AlgTop_JCT_Base.homeomorphism_preserves_lpc	64
AlgTop_JCT_Base_Theorem_59_3_path_connected.p	AlgTop_JCT_Base.Theorem_59_3_path_connected	64
AlgTop_JCT_Base_R2_open_ball_path_connected.p	AlgTop_JCT_Base.R2_open_ball_path_connected	64
AlgTopWedgeHelpers_homeomorphism_image_open.p	AlgTopWedgeHelpers.homeomorphism_image_open	64
AlgTopWedgeHelpers_covering_map_is_open_map.p	AlgTopWedgeHelpers.covering_map_is_open_map	64
AlgTopSvK_circle_minus_point_path_connected.p	AlgTopSvK.circle_minus_point_path_connected	64
AlgTopGroups_free_group_invariant_under_iso.p	AlgTopGroups.free_group_invariant_under_iso	64
AlgTopGroups_free_abelian_kernel_coordinate.p	AlgTopGroups.free_abelian_kernel_coordinate	64
AlgTopGroups_abelian_foldr_mul_split_filter.p	AlgTopGroups.abelian_foldr_mul_split_filter	64
AlgTopCached7_foldr_replicate_is_path_power.p	AlgTopCached7.foldr_replicate_is_path_power	64
AlgTopCached6_maximal_tree_reaches_all_arcs.p	AlgTopCached6.maximal_tree_reaches_all_arcs	64
AlgTopCached4_Theorem_80_3_universal_strict.p	AlgTopCached4.Theorem_80_3_universal_strict	64
AlgTopCached4_Theorem_80_1_universal_unique.p	AlgTopCached4.Theorem_80_1_universal_unique	64
AlgTopCached_top1_groups_isomorphic_on_refl.p	AlgTopCached.top1_groups_isomorphic_on_refl	64
AlgTopCached_subspace_inclusion_induced_hom.p	AlgTopCached.subspace_inclusion_induced_hom	64
AlgTopCached_quotient_projection_properties_1.p	AlgTopCached.quotient_projection_properties_1	64
AlgTopCached_quotient_projection_properties_2.p	AlgTopCached.quotient_projection_properties_2	64
AlgTopCached_quotient_projection_properties_3.p	AlgTopCached.quotient_projection_properties_3	64
AlgTopCached_loop_equiv_subspace_superspace.p	AlgTopCached.loop_equiv_subspace_superspace	64
AlgTopCached_helix_shift_general_continuous.p	AlgTopCached.helix_shift_general_continuous	64
AlgTopCached_fundamental_group_induced_comp.p	AlgTopCached.fundamental_group_induced_comp	64
AlgTopCached_arc_both_endpoints_in_one_part.p	AlgTopCached.arc_both_endpoints_in_one_part	64
AlgTopCached_Theorem_70_2_SvK_parameterized.p	AlgTopCached.Theorem_70_2_SvK_parameterized	64
AlgTopCached_Theorem_67_6_direct_sum_unique.p	AlgTopCached.Theorem_67_6_direct_sum_unique	64
AlgTopCached_Theorem_67_4_direct_sum_exists.p	AlgTopCached.Theorem_67_4_direct_sum_exists	64
AlgIsoFixedBase_simple_closed_curve_compact.p	AlgIsoFixedBase.simple_closed_curve_compact	64
PolygonDisk_continuous_on_squeeze_at_point.p	PolygonDisk.continuous_on_squeeze_at_point	64
AlgTop_JCT_Base_simple_closed_curve_subset.p	AlgTop_JCT_Base.simple_closed_curve_subset	64
AlgTop_JCT_Base_openin_complement_closedin.p	AlgTop_JCT_Base.openin_complement_closedin	64
AlgTop_JCT_Base_closedin_complement_openin.p	AlgTop_JCT_Base.closedin_complement_openin	64
AlgTopWedgeHelpers_free_group_full_reindex.p	AlgTopWedgeHelpers.free_group_full_reindex	64
AlgTopGroups_abelian_foldr_mul_cancel_pair.p	AlgTopGroups.abelian_foldr_mul_cancel_pair	64
AlgTopChain_Theorem_69_2_free_product_part.p	AlgTopChain.Theorem_69_2_free_product_part	64
AlgTopCached4_path_connected_imp_connected.p	AlgTopCached4.path_connected_imp_connected	64
AlgTopCached3_graph_selection_set_discrete.p	AlgTopCached3.graph_selection_set_discrete	64
AlgTopCached3_compact_in_graph_finite_arcs.p	AlgTopCached3.compact_in_graph_finite_arcs	64
AlgTopCached2_dunce_cap_skeleton_is_circle.p	AlgTopCached2.dunce_cap_skeleton_is_circle	64
AlgTopCached_top1_groups_isomorphic_on_sym.p	AlgTopCached.top1_groups_isomorphic_on_sym	64
AlgTopCached_pi1_S2_minus_two_points_iso_Z.p	AlgTopCached.pi1_S2_minus_two_points_iso_Z	64
AlgTopCached_commutator_subgroup_is_normal.p	AlgTopCached.commutator_subgroup_is_normal	64
AlgTopCached_arcs_form_simple_closed_curve.p	AlgTopCached.arcs_form_simple_closed_curve	64
AlgTopCached_arc_minus_endpoints_connected.p	AlgTopCached.arc_minus_endpoints_connected	64
AlgTopCached_affine_param_in_unit_interval_1.p	AlgTopCached.affine_param_in_unit_interval_1	64
AlgTopCached_affine_param_in_unit_interval_2.p	AlgTopCached.affine_param_in_unit_interval_2	64
AlgTopCached_Lemma_68_3_extension_property.p	AlgTopCached.Lemma_68_3_extension_property	64
AlgTopCached_Lemma_64_3_K4_four_components.p	AlgTopCached.Lemma_64_3_K4_four_components	64
AlgTopCached_Lemma_62_1_homotopy_extension.p	AlgTopCached.Lemma_62_1_homotopy_extension	64
AlgTopCached_I_top_sub_closed_interval_top.p	AlgTopCached.I_top_sub_closed_interval_top	64
AlgTop0_Theorem_63_3_general_nonseparation.p	AlgTop0.Theorem_63_3_general_nonseparation	64
AlgIsoFixedBase_nonempty_inter_from_subset.p	AlgIsoFixedBase.nonempty_inter_from_subset	64
PolygonDisk_polygonal_region_convex_combo.p	PolygonDisk.polygonal_region_convex_combo	64
AlgTop_JCT_Base0_top1_continuous_map_loop.p	AlgTop_JCT_Base0.top1_continuous_map_loop	64
AlgTop_JCT_Base0_inclusion_retraction_iso.p	AlgTop_JCT_Base0.inclusion_retraction_iso	64
AlgTop_JCT_Base_Sn_interpolation_norm_pos.p	AlgTop_JCT_Base.Sn_interpolation_norm_pos	64
